gi,gj,clat,clon,n_train,days_since,chao_unseen,n_test,new_species,revisited,scarcity,staleness,priority,density,new_rate,o_discover,o_staleness,o_conservation,travel_min,o_env_coverage,o_urgency,rare_newK,w_newK,meanrarity_newK
197,-504,49.375,-125.875,1,30,0.0,0,0,False,1.0,1.0,1.0,0.0,,1.0,1.0,0.07556497175141241,244.0,0.032900376052842475,0.006252973055777611,,,
197,-502,49.375,-125.375,2,6,0.0,1,1,True,0.4988095238095238,0.1724137931034483,0.33561165845648605,0.002380952380952381,1.0,0.4988095238095238,0.1724137931034483,0.014445300462249618,237.0,0.00354660017615662,0.059769251022793624,,,
197,-500,49.375,-124.875,4,3,6.0,17,12,True,0.24821428571428572,0.06896551724137931,0.15858990147783253,0.007142857142857143,0.7058823529411765,0.24821428571428572,0.06896551724137931,0.017825057152575107,113.0,0.012367849149277153,0.21847448045712559,4.415,0.32408077095537235,0.07340447813258717
197,-499,49.375,-124.625,23,1,42.25,13,5,True,0.04120082815734989,0.0,0.020600414078674946,0.05238095238095238,0.38461538461538464,0.04120082815734989,0.0,0.016064989847198334,30.0,0.002597036525585446,0.1527529615051162,1.965,0.23596671592035443,0.1200848427075595
197,-498,49.375,-124.375,21,1,49.0,90,41,True,0.045351473922902494,0.0,0.022675736961451247,0.047619047619047616,0.45555555555555555,0.045351473922902494,0.0,0.027050767589744666,,0.005013326044202182,0.0598900279705969,4.005,1.2665642916806814,0.3162457657130291
197,-497,49.375,-124.125,4,1,6.0,4,4,True,0.24821428571428572,0.0,0.12410714285714286,0.007142857142857143,1.0,0.24821428571428572,0.0,0.01852482464664184,,0.006698353965133338,0.010065881511221697,,,
197,-496,49.375,-123.875,5,1,10.0,4,3,True,0.1980952380952381,0.0,0.09904761904761905,0.009523809523809525,0.75,0.1980952380952381,0.0,0.012437797255137922,,0.006196975185737673,0.00723392824167201,,,
197,-495,49.375,-123.625,10,2,45.0,20,16,True,0.09785714285714286,0.034482758620689655,0.06616995073891627,0.02142857142857143,0.8,0.09785714285714286,0.034482758620689655,0.023588761329821687,,0.0038121563747049196,0.04271344612312425,4.695,1.0467140752074677,0.22294229503886426
197,-494,49.375,-123.375,73,1,22.5625,110,32,True,0.011350293542074362,0.0,0.005675146771037181,0.17142857142857143,0.2909090909090909,0.011350293542074362,0.0,0.02240357229747379,22.0,0.0037124372169843978,0.01274995153863992,2.21,0.5432061789563359,0.24579465111146423
197,-493,49.375,-123.125,421,1,18.375,415,33,True,0.0,0.0,0.0,1.0,0.07951807228915662,0.0,0.0,0.05076016753551713,20.0,0.005281975789902064,0.019715227624422293,0.82,0.39659210745565415,0.4836489115312856
197,-492,49.375,-122.875,120,1,32.0,86,20,True,0.005972222222222222,0.0,0.002986111111111111,0.2833333333333333,0.23255813953488372,0.005972222222222222,0.0,0.07982362545415884,,0.006737681146587339,0.0074582169743451915,1.745,0.44401361438869286,0.25444906268692996
197,-491,49.375,-122.625,56,1,29.388888888888886,58,17,True,0.015518707482993195,0.0,0.007759353741496598,0.13095238095238096,0.29310344827586204,0.015518707482993195,0.0,0.04130448695480177,74.0,0.007713095503351678,0.046891135805735576,2.615,0.25738324353835346,0.09842571454621546
197,-490,49.375,-122.375,4,2,6.0,1,1,True,0.24821428571428572,0.034482758620689655,0.1413485221674877,0.007142857142857143,1.0,0.24821428571428572,0.034482758620689655,0.014505361177879665,225.0,0.013218275696897897,0.035679164476203395,,,
197,-489,49.375,-122.125,2,3,1.0,1,1,True,0.4988095238095238,0.06896551724137931,0.2838875205254516,0.002380952380952381,1.0,0.4988095238095238,0.06896551724137931,0.015629074315514996,84.0,0.006890595529311796,0.10986698082017261,,,
197,-488,49.375,-121.875,13,7,60.5,27,19,True,0.07472527472527474,0.20689655172413793,0.14081091322470635,0.02857142857142857,0.7037037037037037,0.07472527472527474,0.20689655172413793,0.014670663186061673,78.0,0.005913814147769209,0.15670389370776525,3.79,0.568373369386403,0.14996658822860237
197,-487,49.375,-121.625,2,1,1.0,0,0,False,0.4988095238095238,0.0,0.2494047619047619,0.002380952380952381,,0.4988095238095238,0.0,0.0074474463598757385,44.0,0.004140478586059006,0.14264023806776274,,,
197,-486,49.375,-121.375,4,8,6.0,4,2,True,0.24821428571428572,0.2413793103448276,0.24479679802955667,0.007142857142857143,0.5,0.24821428571428572,0.2413793103448276,0.025273393578478326,51.0,0.002634747266732329,0.07304912358576016,,,
197,-485,49.375,-121.125,1,23,0.0,5,4,True,1.0,0.7586206896551724,0.8793103448275862,0.0,0.8,1.0,0.7586206896551724,0.05875706214689266,172.0,0.0066493032756795144,0.060030513578766584,4.0,3.312117737459868,0.828029434364967
197,-483,49.375,-120.625,2,8,1.0,3,3,True,0.4988095238095238,0.2413793103448276,0.3700944170771757,0.002380952380952381,1.0,0.4988095238095238,0.2413793103448276,0.016016949152542374,127.0,0.0020925552868218036,0.23711263874474536,,,
197,-482,49.375,-120.375,46,1,16.0,0,0,False,0.019409937888198756,0.0,0.009704968944099378,0.10714285714285714,,0.019409937888198756,0.0,0.029873115492946023,217.0,0.0030992301221875506,0.19717199408635516,,,
197,-481,49.375,-120.125,1,23,0.0,0,0,False,1.0,0.7586206896551724,0.8793103448275862,0.0,,1.0,0.7586206896551724,0.0057292910002387214,157.0,0.0031183085043876113,0.2787342076382155,,,
197,-480,49.375,-119.875,6,7,15.0,2,2,True,0.16468253968253968,0.20689655172413793,0.1857895457033388,0.011904761904761904,1.0,0.16468253968253968,0.20689655172413793,0.019146165266692574,212.0,0.0028590824010018934,0.28684066014986553,,,
197,-479,49.375,-119.625,110,1,13.333333333333336,140,42,True,0.006731601731601731,0.0,0.0033658008658008654,0.25952380952380955,0.3,0.006731601731601731,0.0,0.07694940520919621,184.0,0.005973748737309798,0.10634983196266709,2.49,0.926741342750316,0.3721852782129783
197,-478,49.375,-119.375,7,6,12.5,0,0,False,0.14081632653061224,0.1724137931034483,0.15661505981703028,0.014285714285714285,,0.14081632653061224,0.1724137931034483,0.03804368690406844,247.0,0.0007869042446387393,0.4315069283034102,,,
197,-472,49.375,-117.875,1,14,0.0,0,0,False,1.0,0.4482758620689655,0.7241379310344828,0.0,,1.0,0.4482758620689655,0.07556497175141241,342.0,0.00039475768104664993,0.18054504651445846,,,
